Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,season,Name
38,38,1/19/2001,22-149,LAL,HOU,1,39:00:00,12,22,0.545,1,4,0.25,4,5,0.8,2,4,6,4,3,0,1,3,29,24.2,season_5,KB
39,39,1/21/2001,22-151,LAL,MIA,1,45:00:00,13,27,0.481,1,3,0.333,7,8,0.875,2,6,8,0,5,1,6,6,34,20.4,season_5,KB
40,40,1/23/2001,22-153,LAL,SEA,1,43:00:00,5,19,0.263,1,5,0.2,10,13,0.769,3,5,8,5,2,0,2,3,21,14.4,season_5,KB
41,41,1/26/2001,22-156,LAL,NJN,1,42:00:00,10,20,0.5,2,4,0.5,4,5,0.8,1,8,9,3,1,0,3,2,26,18,season_5,KB
42,42,1/28/2001,22-158,LAL,NYK,1,42:00:00,12,27,0.444,1,3,0.333,8,11,0.727,3,8,11,3,2,0,3,2,33,22.5,season_5,KB
43,43,1/30/2001,22-160,LAL,CLE,1,41:00:00,12,26,0.462,0,1,0,23,26,0.885,2,3,5,3,3,1,7,3,47,32.3,season_5,KB
44,44,1/31/2001,22-161,LAL,MIN,1,42:00:00,6,17,0.353,1,1,1,11,12,0.917,3,6,9,5,0,3,3,2,24,19.8,season_5,KB
45,45,2/2/2001,22-163,LAL,CHH,1,48:00:00,15,30,0.5,0,1,0,14,14,1,4,5,9,2,0,5,5,3,44,32,season_5,KB
46,46,2/4/2001,22-165,LAL,SAC,1,44:00:00,8,26,0.308,0,1,0,10,11,0.909,4,7,11,4,1,0,2,2,26,16.5,season_5,KB
47,47,2/7/2001,22-168,LAL,PHO,1,45:00:00,13,26,0.5,1,2,0.5,5,7,0.714,1,7,8,9,4,1,4,4,32,26.4,season_5,KB
48,48,2/13/2001,22-174,LAL,NJN,1,49:00:00,14,25,0.56,2,5,0.4,8,10,0.8,4,4,8,5,1,1,3,5,38,29.5,season_5,KB
49,49,2/14/2001,22-175,LAL,PHI,1,41:00:00,7,13,0.538,1,2,0.5,3,4,0.75,1,6,7,7,1,0,6,3,18,12.5,season_5,KB
50,50,2/16/2001,22-177,LAL,CHH,1,42:00:00,8,17,0.471,0,1,0,9,10,0.9,2,8,10,10,1,0,4,2,25,22.9,season_5,KB
51,51,2/18/2001,22-179,LAL,IND,1,45:00:00,13,28,0.464,0,2,0,7,9,0.778,3,2,5,9,1,1,4,2,33,23.7,season_5,KB
52,52,2/20/2001,22-181,LAL,DAL,1,40:00:00,5,16,0.313,0,0,,9,10,0.9,1,5,6,7,1,1,3,3,19,14,season_5,KB
53,53,2/28/2001,22-189,LAL,DEN,1,45:00:00,16,28,0.571,2,5,0.4,4,6,0.667,3,7,10,6,1,1,5,3,38,27.9,season_5,KB
54,54,3/3/2001,22-192,LAL,VAN,1,39:00:00,8,16,0.5,0,2,0,4,5,0.8,0,5,5,6,1,0,7,3,20,10.1,season_5,KB
55,55,3/4/2001,22-193,LAL,GSW,1,31:00:00,9,15,0.6,0,1,0,4,5,0.8,1,1,2,5,2,0,2,2,22,18.4,season_5,KB
56,56,3/6/2001,22-195,LAL,GSW,1,36:00:00,7,17,0.412,1,1,1,14,15,0.933,1,2,3,2,3,1,3,4,29,21.3,season_5,KB
57,57,3/7/2001,22-196,LAL,TOR,1,38:00:00,11,34,0.324,0,2,0,7,7,1,5,2,7,5,0,0,3,4,29,12.6,season_5,KB
58,58,3/9/2001,22-198,LAL,SAS,1,44:00:00,16,33,0.485,0,1,0,6,8,0.75,2,5,7,2,1,0,4,5,38,19.8,season_5,KB
59,59,3/15/2001,22-204,LAL,DET,1,48:00:00,16,28,0.571,1,3,0.333,6,7,0.857,1,4,5,7,3,0,4,5,39,29.2,season_5,KB
60,60,3/16/2001,22-205,LAL,WAS,1,35:00:00,11,18,0.611,1,2,0.5,3,4,0.75,0,5,5,5,5,2,2,3,26,25.6,season_5,KB
61,61,3/18/2001,22-207,LAL,ORL,1,37:00:00,5,17,0.294,0,1,0,6,7,0.857,1,1,2,7,1,0,3,5,16,7.6,season_5,KB
62,62,3/19/2001,22-208,LAL,ATL,1,44:00:00,10,22,0.455,0,0,,7,9,0.778,5,7,12,4,0,1,7,4,27,15.3,season_5,KB
63,63,3/21/2001,22-210,LAL,MIL,1,41:00:00,4,15,0.267,0,1,0,5,7,0.714,1,6,7,8,0,0,4,3,13,6.2,season_5,KB
64,64,4/1/2001,22-221,LAL,NYK,1,11:00,0,4,0,0,2,0,0,0,,0,0,0,2,0,0,0,2,0,-2.2,season_5,KB
65,65,4/10/2001,22-230,LAL,PHO,1,35:00:00,7,14,0.5,0,1,0,6,8,0.75,1,2,3,4,6,0,1,3,20,20.1,season_5,KB
66,66,4/12/2001,22-232,LAL,MIN,1,37:00:00,14,24,0.583,0,0,,2,3,0.667,0,5,5,9,1,0,1,2,30,25.4,season_5,KB
67,67,4/15/2001,22-235,LAL,POR,1,45:00:00,9,21,0.429,0,2,0,7,10,0.7,0,4,4,7,1,1,1,4,25,17.9,season_5,KB
68,68,4/17/2001,22-237,LAL,DEN,1,33:00:00,7,13,0.538,1,2,0.5,11,13,0.846,0,5,5,5,2,0,2,2,26,23.1,season_5,KB
1,1,10/28/2009,21-228,GSW,HOU,1,35:39:00,7,12,0.583,0,1,0,0,0,,1,1,2,7,4,0,2,2,14,15.5,season_1,SC
2,2,10/30/2009,21-230,GSW,PHO,1,39:05:00,5,9,0.556,2,3,0.667,0,0,,0,2,2,4,1,0,3,5,12,7.1,season_1,SC
3,3,11/4/2009,21-235,GSW,MEM,1,28:27:00,3,6,0.5,1,2,0.5,0,0,,0,5,5,9,2,0,1,4,7,11.2,season_1,SC
4,4,11/6/2009,21-237,GSW,LAC,1,21:32,1,5,0.2,0,1,0,3,4,0.75,0,1,1,3,0,0,0,6,5,1.5,season_1,SC
5,5,11/8/2009,21-239,GSW,SAC,1,31:15:00,4,8,0.5,1,2,0.5,0,2,0,1,3,4,6,0,0,5,4,9,3.4,season_1,SC
6,6,11/9/2009,21-240,GSW,MIN,1,29:49:00,2,8,0.25,1,2,0.5,3,4,0.75,0,2,2,5,1,0,2,1,8,5.5,season_1,SC
7,7,11/11/2009,21-242,GSW,IND,0,21:11,3,7,0.429,0,2,0,0,0,,0,1,1,4,1,0,3,2,6,2.6,season_1,SC
8,8,11/13/2009,21-244,GSW,NYK,0,2:35,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,0.3,season_1,SC
9,9,11/14/2009,21-245,GSW,MIL,0,25:57:00,6,9,0.667,2,2,1,0,0,,1,3,4,2,2,1,1,5,14,12.8,season_1,SC
10,10,11/17/2009,21-248,GSW,CLE,1,41:18:00,6,10,0.6,2,6,0.333,0,1,0,0,5,5,7,0,0,3,2,14,11.6,season_1,SC
11,11,11/18/2009,21-249,GSW,BOS,1,35:24:00,4,10,0.4,1,4,0.25,4,4,1,0,0,0,7,4,0,6,3,13,9.3,season_1,SC
12,12,11/20/2009,21-251,GSW,POR,1,45:34:00,3,9,0.333,2,3,0.667,4,5,0.8,0,6,6,8,1,1,1,6,12,12.2,season_1,SC
13,13,11/24/2009,21-255,GSW,DAL,1,34:48:00,6,12,0.5,2,4,0.5,4,4,1,1,3,4,6,3,0,4,5,18,14.8,season_1,SC
14,14,11/25/2009,21-256,GSW,SAS,1,34:12:00,5,16,0.313,1,4,0.25,0,0,,1,6,7,5,1,2,6,3,11,3,season_1,SC
15,15,11/28/2009,21-259,GSW,LAL,1,36:01:00,5,15,0.333,1,5,0.2,2,2,1,1,3,4,8,0,0,1,0,13,10.7,season_1,SC
16,16,11/30/2009,21-261,GSW,IND,1,19:50,2,5,0.4,1,2,0.5,2,2,1,0,2,2,4,3,0,2,2,7,7.9,season_1,SC
17,17,12/1/2009,21-262,GSW,DEN,1,40:42:00,4,14,0.286,2,6,0.333,0,0,,1,3,4,6,2,2,1,2,10,9.2,season_1,SC
18,18,12/3/2009,21-264,GSW,HOU,1,31:51:00,4,8,0.5,1,3,0.333,2,2,1,1,4,5,2,2,1,4,3,11,7.8,season_1,SC
19,19,12/5/2009,21-266,GSW,ORL,1,46:09:00,6,12,0.5,0,2,0,1,1,1,0,3,3,3,1,0,3,4,13,6.4,season_1,SC
20,20,12/7/2009,21-268,GSW,OKC,1,36:26:00,9,14,0.643,2,4,0.5,2,2,1,0,4,4,2,4,0,5,5,22,15.4,season_1,SC
21,21,12/9/2009,21-270,GSW,NJN,1,30:12:00,6,13,0.462,1,4,0.25,1,2,0.5,1,3,4,4,3,0,4,4,14,8.7,season_1,SC
22,22,12/11/2009,21-272,GSW,CHI,1,27:15:00,3,9,0.333,0,3,0,0,0,,0,3,3,1,1,0,0,0,6,3.5,season_1,SC
23,23,12/12/2009,21-273,GSW,DET,1,37:50:00,5,10,0.5,3,4,0.75,6,6,1,0,2,2,4,4,1,4,4,19,16.5,season_1,SC
24,24,12/14/2009,21-275,GSW,PHI,1,36:24:00,5,13,0.385,1,4,0.25,3,4,0.75,0,4,4,4,4,1,4,5,14,9.2,season_1,SC
25,25,12/16/2009,21-277,GSW,SAS,1,25:03:00,4,11,0.364,0,2,0,0,0,,1,3,4,3,4,0,1,5,8,6.6,season_1,SC
26,26,12/18/2009,21-279,GSW,WAS,1,46:15:00,9,17,0.529,5,9,0.556,4,4,1,1,7,8,4,3,0,2,4,27,23.7,season_1,SC
27,27,12/22/2009,21-283,GSW,MEM,1,41:17:00,6,15,0.4,2,6,0.333,0,0,,1,6,7,8,0,0,4,2,14,9.2,season_1,SC
28,28,12/23/2009,21-284,GSW,NOH,1,47:01:00,6,13,0.462,3,5,0.6,2,2,1,0,10,10,7,2,0,2,5,17,16.2,season_1,SC
29,29,12/26/2009,21-287,GSW,PHO,1,26:33:00,4,10,0.4,3,4,0.75,2,2,1,1,2,3,4,3,0,1,4,13,12.1,season_1,SC
30,30,12/28/2009,21-289,GSW,BOS,1,10:41,0,4,0,0,1,0,0,1,0,0,2,2,0,1,0,1,3,0,-3.8,season_1,SC
31,31,12/29/2009,21-290,GSW,LAL,1,23:20,6,10,0.6,0,1,0,3,3,1,1,2,3,3,0,0,4,3,15,8.6,season_1,SC
32,32,1/2/2010,21-294,GSW,POR,1,29:00:00,4,10,0.4,1,2,0.5,0,0,,0,1,1,1,1,0,3,4,9,1,season_1,SC
33,33,1/5/2010,21-297,GSW,DEN,1,40:18:00,10,13,0.769,6,6,1,0,0,,0,5,5,6,3,0,2,3,26,26.4,season_1,SC
34,34,1/6/2010,21-298,GSW,MIN,1,30:11:00,7,11,0.636,0,2,0,2,2,1,0,1,1,4,2,0,1,6,16,12.8,season_1,SC
35,35,1/8/2010,21-300,GSW,SAC,1,34:08:00,5,10,0.5,1,2,0.5,1,2,0.5,0,3,3,4,1,0,2,3,12,8.1,season_1,SC
36,36,1/11/2010,21-303,GSW,CLE,1,36:07:00,8,15,0.533,1,2,0.5,4,5,0.8,0,7,7,5,1,1,2,4,21,17,season_1,SC
37,37,1/13/2010,21-305,GSW,MIA,1,32:34:00,3,10,0.3,3,5,0.6,0,0,,1,3,4,4,0,0,4,1,9,3.2,season_1,SC
38,38,1/15/2010,21-307,GSW,MIL,1,48:00:00,7,17,0.412,1,4,0.25,3,3,1,0,6,6,4,6,1,4,6,18,13.8,season_1,SC
39,39,1/18/2010,21-310,GSW,CHI,1,43:28:00,9,18,0.5,5,8,0.625,3,3,1,2,8,10,6,1,1,5,4,26,20.1,season_1,SC
40,40,1/20/2010,21-312,GSW,DEN,1,48:47:00,6,17,0.353,3,8,0.375,0,0,,0,3,3,6,1,0,3,2,15,7.8,season_1,SC
41,41,1/22/2010,21-314,GSW,NJN,1,48:00:00,11,21,0.524,3,7,0.429,7,8,0.875,0,2,2,7,4,0,2,4,32,27.2,season_1,SC
42,42,1/23/2010,21-315,GSW,PHO,1,40:26:00,10,25,0.4,4,9,0.444,1,1,1,0,5,5,2,0,0,1,4,25,11.8,season_1,SC
43,43,1/26/2010,21-318,GSW,SAC,1,44:42:00,10,22,0.455,3,10,0.3,4,5,0.8,1,8,9,6,3,0,1,3,27,23.3,season_1,SC
44,44,1/27/2010,21-319,GSW,NOH,1,40:39:00,7,13,0.538,1,3,0.333,0,0,,0,5,5,8,3,0,5,4,15,12.2,season_1,SC
45,45,1/29/2010,21-321,GSW,CHA,1,41:00:00,8,15,0.533,2,4,0.5,4,4,1,0,1,1,9,3,0,1,3,22,22.1,season_1,SC
46,46,1/31/2010,21-323,GSW,OKC,1,35:52:00,4,10,0.4,2,2,1,4,4,1,2,2,4,5,1,0,5,2,14,9.3,season_1,SC
47,47,2/2/2010,21-325,GSW,HOU,1,29:52:00,6,18,0.333,2,5,0.4,0,0,,1,1,2,4,1,0,0,1,14,8.2,season_1,SC
48,48,2/3/2010,21-326,GSW,DAL,1,26:54:00,1,6,0.167,0,2,0,4,4,1,0,0,0,3,0,0,3,2,6,0.5,season_1,SC
49,49,2/6/2010,21-329,GSW,OKC,1,27:05:00,9,15,0.6,3,7,0.429,2,3,0.667,0,1,1,4,2,0,3,3,23,16.6,season_1,SC
50,50,2/8/2010,21-331,GSW,DAL,1,48:00:00,9,20,0.45,1,5,0.2,6,6,1,0,2,2,9,2,0,3,4,25,18.9,season_1,SC
51,51,2/10/2010,21-333,GSW,LAC,1,45:47:00,11,22,0.5,7,11,0.636,7,8,0.875,0,10,10,13,3,0,6,4,36,32.1,season_1,SC
52,52,2/16/2010,21-339,GSW,LAL,1,43:38:00,5,21,0.238,1,10,0.1,0,0,,0,10,10,8,1,0,4,5,11,1.9,season_1,SC
53,53,2/17/2010,21-340,GSW,SAC,1,39:37:00,10,15,0.667,1,4,0.25,3,3,1,1,5,6,15,3,0,3,2,24,29.4,season_1,SC
54,54,2/19/2010,21-342,GSW,UTA,1,39:00:00,4,9,0.444,3,6,0.5,2,2,1,1,5,6,7,3,0,10,1,13,8,season_1,SC
55,55,2/21/2010,21-344,GSW,ATL,1,45:25:00,13,18,0.722,1,3,0.333,5,5,1,2,7,9,3,1,0,5,3,32,25,season_1,SC
56,56,2/23/2010,21-346,GSW,PHI,1,37:59:00,8,22,0.364,1,8,0.125,0,1,0,1,5,6,5,0,0,2,2,17,7.3,season_1,SC
57,57,2/25/2010,21-348,GSW,DEN,1,41:39:00,11,19,0.579,2,5,0.4,6,6,1,1,6,7,13,2,1,2,1,30,33,season_1,SC
58,58,2/27/2010,21-350,GSW,DET,1,48:00:00,11,25,0.44,3,6,0.5,2,3,0.667,1,4,5,4,1,0,5,4,27,12.6,season_1,SC
59,59,3/2/2010,21-353,GSW,MIA,1,43:27:00,7,17,0.412,3,8,0.375,1,1,1,0,2,2,8,2,0,3,5,18,12.1,season_1,SC
60,60,3/3/2010,21-354,GSW,ORL,1,32:11:00,3,12,0.25,1,2,0.5,2,2,1,0,3,3,7,2,0,5,2,9,3.8,season_1,SC
61,61,3/5/2010,21-356,GSW,ATL,1,48:00:00,11,19,0.579,5,9,0.556,4,4,1,1,4,5,11,2,0,7,1,31,26.3,season_1,SC
62,62,3/6/2010,21-357,GSW,CHA,1,48:00:00,8,23,0.348,4,8,0.5,5,6,0.833,2,3,5,4,0,0,3,1,25,13.4,season_1,SC
63,63,3/8/2010,21-359,GSW,NOH,1,33:59:00,5,13,0.385,2,4,0.5,0,0,,0,3,3,6,1,0,4,2,12,6.2,season_1,SC
64,64,3/11/2010,21-362,GSW,POR,1,33:03:00,6,15,0.4,2,7,0.286,1,1,1,2,3,5,3,2,0,4,5,15,7.3,season_1,SC
65,65,3/13/2010,21-364,GSW,TOR,1,42:21:00,13,21,0.619,5,8,0.625,4,4,1,2,4,6,10,4,1,2,1,35,37.4,season_1,SC
66,66,3/15/2010,22-001,GSW,LAL,1,33:50:00,11,19,0.579,5,9,0.556,2,2,1,0,5,5,9,1,0,0,4,29,27.3,season_1,SC
67,67,3/20/2010,22-006,GSW,MEM,1,25:20:00,4,10,0.4,1,3,0.333,0,0,,0,4,4,6,0,1,2,2,9,6.9,season_1,SC
68,68,3/22/2010,22-008,GSW,PHO,1,33:55:00,6,15,0.4,2,5,0.4,0,0,,1,3,4,8,4,0,1,4,14,14.5,season_1,SC
69,69,3/24/2010,22-010,GSW,MEM,1,40:23:00,12,19,0.632,4,6,0.667,2,2,1,1,4,5,11,4,0,7,3,30,26.9,season_1,SC
70,70,3/27/2010,22-013,GSW,DAL,1,36:52:00,6,16,0.375,3,5,0.6,2,2,1,0,7,7,6,2,0,7,1,17,9.1,season_1,SC
71,71,3/28/2010,22-014,GSW,LAC,1,39:52:00,8,15,0.533,2,2,1,0,0,,1,3,4,7,1,0,3,5,18,13.2,season_1,SC
72,72,3/31/2010,22-017,GSW,UTA,1,33:37:00,6,16,0.375,1,4,0.25,2,3,0.667,1,1,2,6,0,0,4,5,15,5,season_1,SC
73,73,4/2/2010,22-019,GSW,NYK,1,29:23:00,7,21,0.333,1,5,0.2,0,0,,1,3,4,10,1,0,2,1,15,10.3,season_1,SC
74,74,4/4/2010,22-021,GSW,TOR,1,44:14:00,10,23,0.435,5,11,0.455,4,6,0.667,1,7,8,12,3,2,5,4,29,25.1,season_1,SC
75,75,4/6/2010,22-023,GSW,WAS,1,33:21:00,10,21,0.476,3,6,0.5,4,4,1,0,1,1,4,2,0,2,2,27,18.6,season_1,SC
76,76,4/7/2010,22-024,GSW,MIN,1,44:15:00,12,22,0.545,3,5,0.6,0,0,,2,6,8,14,7,0,4,4,27,30.8,season_1,SC
77,77,4/10/2010,22-027,GSW,LAC,1,41:13:00,10,19,0.526,5,10,0.5,4,4,1,0,9,9,4,3,0,3,5,29,23.2,season_1,SC
78,78,4/11/2010,22-028,GSW,OKC,1,34:34:00,9,16,0.563,3,6,0.5,4,6,0.667,1,6,7,7,1,0,4,2,25,20.2,season_1,SC
79,79,4/13/2010,22-030,GSW,UTA,1,40:40:00,5,15,0.333,1,4,0.25,6,6,1,1,4,5,6,2,0,2,4,17,13,season_1,SC
80,80,4/14/2010,22-031,GSW,POR,1,48:00:00,13,25,0.52,4,6,0.667,12,12,1,3,6,9,8,2,1,2,0,42,39.9,season_1,SC
1,1,10/27/2010,22-227,GSW,HOU,1,39:04:00,9,16,0.563,3,6,0.5,4,4,1,1,1,2,11,0,1,5,4,25,20.2,season_2,SC
2,2,10/29/2010,22-229,GSW,LAC,1,26:53:00,7,9,0.778,1,3,0.333,1,3,0.333,0,2,2,6,2,0,2,2,16,15.7,season_2,SC
3,3,11/5/2010,22-236,GSW,UTA,1,32:59:00,7,17,0.412,1,4,0.25,5,5,1,0,1,1,6,2,0,5,5,20,10.4,season_2,SC
4,4,11/7/2010,22-238,GSW,DET,1,28:59:00,3,12,0.25,0,3,0,4,4,1,1,3,4,6,2,0,2,4,10,7,season_2,SC
5,5,11/8/2010,22-239,GSW,TOR,1,36:27:00,12,21,0.571,2,4,0.5,8,8,1,2,3,5,4,3,0,5,2,34,26.4,season_2,SC
6,6,11/10/2010,22-241,GSW,NYK,1,45:03:00,11,20,0.55,1,1,1,2,3,0.667,0,6,6,8,2,1,2,4,25,21.5,season_2,SC
7,7,11/11/2010,22-242,GSW,CHI,1,30:58:00,7,18,0.389,2,5,0.4,1,2,0.5,0,3,3,6,5,0,5,2,17,11.1,season_2,SC
8,8,11/13/2010,22-244,GSW,MIL,1,30:02:00,3,14,0.214,0,3,0,1,2,0.5,1,1,2,4,3,1,2,5,7,1.5,season_2,SC
9,9,11/15/2010,22-246,GSW,DET,1,29:30:00,7,14,0.5,2,3,0.667,5,5,1,0,5,5,4,2,0,3,6,21,14.9,season_2,SC
10,10,11/19/2010,22-250,GSW,NYK,1,42:12:00,9,21,0.429,3,6,0.5,8,9,0.889,0,5,5,8,1,0,4,4,29,20,season_2,SC
11,11,11/21/2010,22-252,GSW,LAL,1,24:09:00,5,10,0.5,1,3,0.333,2,2,1,0,3,3,2,1,2,0,3,13,11.5,season_2,SC
12,12,11/22/2010,22-253,GSW,DEN,1,40:36:00,8,21,0.381,1,6,0.167,0,0,,1,6,7,5,3,0,2,3,17,11.3,season_2,SC
13,13,11/24/2010,22-255,GSW,HOU,1,35:33:00,8,19,0.421,0,2,0,5,5,1,0,4,4,6,4,0,1,6,21,16.9,season_2,SC
14,14,11/26/2010,22-257,GSW,MEM,1,30:18:00,8,13,0.615,4,5,0.8,6,6,1,0,2,2,4,1,0,3,5,26,19.5,season_2,SC
15,15,11/27/2010,22-258,GSW,MIN,1,27:33:00,6,10,0.6,2,3,0.667,6,7,0.857,0,3,3,7,3,0,1,5,20,20.8,season_2,SC
16,16,11/30/2010,22-261,GSW,SAS,1,40:06:00,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,1,1,5,2,32,22.5,season_2,SC
17,17,12/2/2010,22-263,GSW,PHO,1,34:09:00,4,10,0.4,1,3,0.333,0,0,,1,0,1,7,4,0,4,4,9,7.6,season_2,SC
18,18,12/5/2010,22-266,GSW,OKC,1,45:51:00,14,20,0.7,4,7,0.571,7,7,1,0,1,1,6,2,1,5,5,39,30.8,season_2,SC
19,19,12/7/2010,22-268,GSW,DAL,1,41:33:00,8,16,0.5,3,5,0.6,2,2,1,1,5,6,4,2,0,6,2,21,13.2,season_2,SC
20,20,12/8/2010,22-269,GSW,SAS,1,10:51,0,2,0,0,0,,0,0,,0,1,1,3,0,0,2,2,0,-1.8,season_2,SC
21,21,12/25/2010,22-286,GSW,POR,1,29:18:00,2,15,0.133,0,5,0,0,0,,1,3,4,11,0,0,2,2,4,0.8,season_2,SC
22,22,12/27/2010,22-288,GSW,PHI,1,28:20:00,5,13,0.385,4,6,0.667,3,3,1,0,5,5,8,1,0,2,5,17,14,season_2,SC
23,23,12/29/2010,22-290,GSW,ATL,1,28:58:00,4,13,0.308,0,3,0,1,1,1,1,4,5,12,0,0,3,2,9,8,season_2,SC
24,24,12/31/2010,22-292,GSW,CHA,1,36:06:00,10,17,0.588,4,5,0.8,0,0,,0,1,1,3,1,0,3,3,24,15.3,season_2,SC
25,25,1/1/2011,22-293,GSW,MIA,1,35:51:00,7,12,0.583,1,2,0.5,0,0,,1,1,2,6,3,0,1,5,15,14.6,season_2,SC
26,26,1/3/2011,22-295,GSW,ORL,1,35:00:00,5,13,0.385,3,6,0.5,2,2,1,0,6,6,5,2,0,5,3,15,9,season_2,SC
27,27,1/5/2011,22-297,GSW,NOH,1,39:54:00,6,11,0.545,1,3,0.333,8,8,1,1,2,3,5,4,0,2,3,21,21.3,season_2,SC
28,28,1/7/2011,22-299,GSW,CLE,1,24:30:00,4,7,0.571,3,4,0.75,4,4,1,0,2,2,4,2,1,0,2,15,17,season_2,SC
29,29,1/9/2011,22-301,GSW,LAC,1,25:58:00,2,13,0.154,0,6,0,4,5,0.8,0,5,5,4,1,0,2,4,8,1,season_2,SC
30,30,1/12/2011,22-304,GSW,LAL,1,37:51:00,5,12,0.417,1,6,0.167,4,4,1,1,3,4,10,2,0,3,3,15,15,season_2,SC
31,31,1/14/2011,22-306,GSW,LAC,1,27:09:00,7,15,0.467,5,7,0.714,4,4,1,1,3,4,4,1,0,2,2,23,17.9,season_2,SC
32,32,1/17/2011,22-309,GSW,NJN,1,23:04,4,10,0.4,2,5,0.4,3,4,0.75,0,2,2,6,0,1,2,4,13,9.1,season_2,SC
33,33,1/19/2011,22-311,GSW,IND,1,32:36:00,4,10,0.4,0,3,0,3,3,1,0,4,4,8,2,0,1,1,11,13,season_2,SC
34,34,1/21/2011,22-313,GSW,SAC,1,44:10:00,12,21,0.571,3,7,0.429,7,7,1,1,2,3,3,4,0,4,2,34,26.7,season_2,SC
35,35,1/22/2011,22-314,GSW,LAC,1,40:50:00,12,23,0.522,3,9,0.333,5,5,1,2,4,6,8,1,1,2,5,32,26.6,season_2,SC
36,36,1/24/2011,22-316,GSW,SAS,1,36:02:00,6,15,0.4,2,5,0.4,0,0,,1,5,6,5,0,1,4,4,14,6.7,season_2,SC
37,37,1/26/2011,22-318,GSW,NOH,1,39:15:00,8,13,0.615,1,3,0.333,3,3,1,0,3,3,6,2,0,5,1,20,15.8,season_2,SC
38,38,1/28/2011,22-320,GSW,CHA,1,43:13:00,8,12,0.667,4,5,0.8,7,7,1,0,3,3,5,2,0,3,5,27,23.2,season_2,SC
39,39,1/30/2011,22-322,GSW,UTA,1,34:33:00,10,18,0.556,3,8,0.375,4,4,1,1,5,6,7,2,1,2,2,27,25.4,season_2,SC
40,40,2/3/2011,22-326,GSW,MIL,1,33:30:00,6,11,0.545,2,4,0.5,2,2,1,1,4,5,5,1,1,7,2,16,10,season_2,SC
41,41,2/5/2011,22-328,GSW,CHI,1,44:17:00,9,15,0.6,2,4,0.5,3,3,1,1,5,6,8,1,0,2,1,23,22.5,season_2,SC
42,42,2/7/2011,22-330,GSW,PHO,1,44:17:00,7,17,0.412,0,6,0,1,1,1,0,2,2,8,1,0,5,1,15,7.7,season_2,SC
43,43,2/9/2011,22-332,GSW,DEN,1,29:19:00,5,9,0.556,1,3,0.333,2,2,1,0,1,1,2,0,0,3,4,13,5.8,season_2,SC
44,44,2/10/2011,22-333,GSW,PHO,1,24:49:00,5,9,0.556,2,3,0.667,0,0,,0,2,2,2,1,0,4,0,12,6.7,season_2,SC
45,45,2/13/2011,22-336,GSW,OKC,1,37:48:00,10,18,0.556,2,5,0.4,1,1,1,0,2,2,13,2,0,0,2,23,25.3,season_2,SC
46,46,2/15/2011,22-338,GSW,NOH,1,24:21:00,5,5,1,3,3,1,1,1,1,0,0,0,8,1,0,3,3,14,14.9,season_2,SC
47,47,2/16/2011,22-339,GSW,UTA,1,21:30,1,7,0.143,0,3,0,2,2,1,0,0,0,4,2,0,1,5,4,1.3,season_2,SC
48,48,2/22/2011,22-345,GSW,BOS,1,30:03:00,7,10,0.7,1,2,0.5,3,5,0.6,0,4,4,2,1,0,5,4,18,10,season_2,SC
49,49,2/25/2011,22-348,GSW,ATL,1,30:00:00,2,7,0.286,0,2,0,3,3,1,1,1,2,5,0,0,3,1,7,4,season_2,SC
50,50,2/27/2011,22-350,GSW,MIN,1,44:30:00,13,21,0.619,5,7,0.714,2,2,1,1,10,11,2,2,0,2,1,33,28.2,season_2,SC
51,51,3/1/2011,22-352,GSW,IND,1,34:53:00,7,17,0.412,4,8,0.5,2,2,1,1,5,6,7,0,1,5,5,20,11.7,season_2,SC
52,52,3/2/2011,22-353,GSW,WAS,1,36:47:00,9,18,0.5,3,7,0.429,8,9,0.889,2,7,9,5,1,0,3,2,29,23.8,season_2,SC
53,53,3/4/2011,22-355,GSW,BOS,1,31:30:00,4,11,0.364,1,4,0.25,0,0,,2,1,3,5,0,0,4,3,9,2.9,season_2,SC
54,54,3/6/2011,22-357,GSW,PHI,1,35:12:00,8,16,0.5,1,3,0.333,5,5,1,0,1,1,7,0,2,4,3,22,15.4,season_2,SC
55,55,3/8/2011,22-359,GSW,CLE,1,39:12:00,10,18,0.556,2,5,0.4,1,1,1,4,3,7,6,2,1,3,3,23,20.8,season_2,SC
56,56,3/9/2011,22-360,GSW,NJN,1,30:17:00,6,15,0.4,2,4,0.5,1,1,1,0,3,3,3,2,0,3,3,15,7.7,season_2,SC
57,57,3/11/2011,22-362,GSW,ORL,1,39:49:00,8,19,0.421,4,10,0.4,2,2,1,0,4,4,12,3,0,5,4,22,17.9,season_2,SC
58,58,3/13/2011,22-364,GSW,MIN,1,37:55:00,8,15,0.533,4,6,0.667,4,4,1,1,8,9,6,2,0,1,2,24,24.2,season_2,SC
59,59,3/14/2011,23-000,GSW,SAC,1,23:56,7,14,0.5,5,8,0.625,0,0,,0,3,3,1,1,1,3,1,19,11.9,season_2,SC
